Lot Area,Neighborhood,Bldg Type,House Style,Year Built,Year Remod/Add,Full Bath,Bedroom AbvGr,SalePrice
2448,NridgHt,Townhouse,2,2003,2004,2,2,154000
8198,NridgHt,Townhouse,1,2004,2004,2,2,207000
3940,Blmngtn,Townhouse,1,2003,2003,2,2,195000
3940,Blmngtn,Townhouse,1,2004,2004,2,2,219990
3182,Blmngtn,Townhouse,1,2005,2006,2,2,191000
3182,Blmngtn,Single-Family,1,2007,2007,2,2,159895
3710,Blmngtn,Single-Family,1,2007,2008,2,2,187687
9024,Gilbert,Single-Family,2,2004,2004,2,3,179000
7415,Gilbert,Single-Family,2,2004,2004,2,3,193000
9587,Gilbert,Single-Family,2,2005,2005,2,2,190000
8029,Gilbert,Single-Family,2,2005,2005,2,3,176000
8010,Gilbert,Single-Family,2,2002,2003,2,3,188000
8396,Gilbert,Single-Family,2,2003,2003,2,4,213000
7301,NridgHt,Townhouse,1,2007,2008,2,2,217300
10261,Gilbert,Single-Family,2,2000,2000,2,3,186500
8220,Gilbert,Single-Family,2,2000,2001,2,3,226750
15384,Gilbert,Single-Family,2,2004,2005,2,3,184000
7750,Gilbert,Single-Family,2,2002,2002,2,3,176000
12460,Gilbert,Single-Family,2,1999,2000,2,4,225000
8390,Gilbert,Single-Family,2,1999,1999,2,3,185900
9660,NoRidge,Single-Family,2,1997,1997,2,3,284500
14260,NoRidge,Single-Family,2,2000,2000,2,4,250000
11000,NoRidge,Single-Family,2,2000,2000,2,4,291000
10990,NoRidge,Single-Family,2,1996,1997,2,4,279500
11929,NoRidge,Single-Family,2,1995,1995,2,4,290000
10010,NoRidge,Single-Family,2,1993,1994,2,4,287500
10944,NoRidge,Single-Family,2,1994,1994,2,3,271000
11932,Somerst,Single-Family,1,2007,2008,2,3,235128
14598,Somerst,Single-Family,2,2007,2007,2,4,214000
11957,Somerst,Single-Family,1,2006,2006,2,3,232000
13253,Somerst,Single-Family,1,2006,2006,2,3,240000
14587,Somerst,Single-Family,1,2008,2008,2,2,264132
10206,Somerst,Single-Family,1,2007,2007,2,3,245000
12274,Somerst,Single-Family,1,2008,2008,2,3,227680
9801,Somerst,Single-Family,2,2007,2007,3,3,257000
9428,Somerst,Single-Family,2,2007,2008,2,3,297900
10037,Somerst,Single-Family,1,2006,2007,2,3,247000
8640,Somerst,Single-Family,1,2007,2008,2,3,212700
8640,Somerst,Single-Family,1,2007,2008,2,3,250580
11639,Somerst,Single-Family,1,2007,2008,2,3,182000
9803,Somerst,Single-Family,2,2005,2005,2,3,226700
9375,Somerst,Single-Family,2,2003,2004,2,3,250000
10625,Somerst,Single-Family,2,2005,2005,2,3,250000
8125,Somerst,Single-Family,2,2007,2007,2,3,205950
10625,Somerst,Single-Family,1,2007,2007,2,3,256000
7500,Somerst,Single-Family,1,2007,2008,2,2,230348
8791,Somerst,Single-Family,2,2003,2003,2,3,207500
7500,SawyerW,Single-Family,1,2004,2005,1,3,141000
10110,SawyerW,Single-Family,2,2003,2003,2,3,188000
12774,SawyerW,Single-Family,2,2003,2004,2,3,192500
13072,SawyerW,Single-Family,1,2005,2006,1,3,146000
13695,SawyerW,Single-Family,1,2004,2004,1,3,159000
13695,SawyerW,Single-Family,1,2003,2004,1,3,155000
8366,SawyerW,Single-Family,2,2004,2004,2,3,173000
9260,SawyerW,Single-Family,1,2007,2007,2,3,170000
8453,SawyerW,Single-Family,2,1995,1995,2,3,182000
8480,SawyerW,Single-Family,2,1993,1994,2,3,163000
8125,SawyerW,Single-Family,1,1994,1998,2,3,193500
14565,SawyerW,Single-Family,2,1994,1995,2,3,189000
8450,SawyerW,Single-Family,2,2001,2001,2,3,190500
8285,SawyerW,Single-Family,2,1992,1992,2,3,175000
7153,SawyerW,Single-Family,1,1991,1991,2,3,179200
9291,SawyerW,Single-Family,2,1993,1993,2,3,187000
8012,SawyerW,Townhouse,1,1993,1994,2,2,193000
7892,SawyerW,Townhouse,1,1993,1993,2,2,153900
9100,Sawyer,Single-Family,1,1963,1963,1,3,128000
12968,Sawyer,Single-Family,1,1962,1962,1,2,144000
8100,Sawyer,Single-Family,1,1961,2007,1,3,135000
8450,Sawyer,Multi-Family,1,1968,1968,1,3,115000
6360,Sawyer,Single-Family,1,1963,1963,1,3,119916
6768,Sawyer,Single-Family,1,1961,1996,1,3,142000
19508,Veenker,Single-Family,1,1974,1974,2,3,192000
10759,Sawyer,Single-Family,2,1972,1972,2,4,140000
9205,NoRidge,Single-Family,2,1990,1991,2,4,290000
4282,Somerst,Townhouse,1,2004,2004,2,2,196000
4017,Somerst,Townhouse,2,2006,2007,2,2,171900
3435,Somerst,Townhouse,1,2004,2005,2,1,178000
3180,Somerst,Townhouse,2,2005,2005,2,2,165000
3180,Somerst,Townhouse,2,2007,2007,2,2,146000
3604,Somerst,Townhouse,2,2007,2007,2,2,146000
2280,Somerst,Townhouse,2,1999,1999,2,3,179400
2280,Somerst,Townhouse,2,1999,1999,2,3,172900
4765,Somerst,Townhouse,1,2000,2000,2,2,300000
4538,Somerst,Townhouse,1,2001,2001,1,1,285000
4385,Somerst,Townhouse,1,2001,2001,1,2,290000
2160,Somerst,Townhouse,2,1999,2000,2,2,160000
2160,Somerst,Townhouse,2,1999,2000,2,3,170000
10646,Somerst,Single-Family,2,2001,2001,2,3,223000
2645,Somerst,Townhouse,2,1999,1999,2,3,170000
2645,Somerst,Townhouse,2,1999,2000,2,3,200000
14963,Veenker,Townhouse,1,1996,1996,1,1,245500
11064,Veenker,Townhouse,1,1995,1995,1,1,217500
11120,Veenker,Single-Family,1,1984,1984,2,3,162500
24572,Veenker,Single-Family,2,1977,1977,2,3,150000
16280,Veenker,Single-Family,1,1976,2007,3,3,290000
7500,Somerst,Single-Family,2,2002,2002,2,3,205000
10400,NWAmes,Single-Family,1,1970,1970,2,3,174000
11104,NWAmes,Single-Family,2,1969,1969,2,4,183000
11050,NWAmes,Single-Family,1,1968,1968,1,4,150000
11040,NWAmes,Single-Family,1,1971,2004,2,3,145000
15387,NWAmes,Single-Family,1,1967,1967,2,4,215000
9750,NWAmes,Multi-Family,1,1965,1965,2,4,140500
10800,NWAmes,Single-Family,2,1974,1997,2,4,240000
8814,NAmes,Single-Family,2,1968,1968,1,4,141000
8872,NAmes,Single-Family,1,1965,2008,1,2,147000
8125,NAmes,Single-Family,1,1965,2005,1,3,135000
11072,NAmes,Multi-Family,1,1965,1965,2,6,145000
13101,NAmes,Multi-Family,1,1965,1965,2,6,142600
9246,NWAmes,Multi-Family,1,1973,1973,2,4,135000
13355,NWAmes,Single-Family,2,1971,1971,1,4,170000
8963,NWAmes,Single-Family,2,1976,1996,3,4,299800
9120,NWAmes,Single-Family,2,1974,1974,2,4,185000
9130,NWAmes,Single-Family,2,1966,2000,1,4,173000
12122,NAmes,Single-Family,2,1961,2007,1,3,178400
9900,NWAmes,Single-Family,2,1968,1968,2,4,176000
7785,NAmes,Single-Family,1,1956,1956,1,2,98000
8593,NAmes,Single-Family,1,1957,1957,1,3,109008
8475,NAmes,Single-Family,1,1956,1956,1,2,135750
8700,NAmes,Single-Family,1,1963,1963,2,3,155000
10175,NAmes,Single-Family,1,1964,1964,2,3,180500
9020,NAmes,Single-Family,2,1966,1966,1,3,174900
9200,NAmes,Single-Family,1,1965,1965,1,3,140000
8250,NAmes,Single-Family,1,1964,1964,1,3,145000
9350,NAmes,Single-Family,2,1965,1999,2,3,179900
9020,NAmes,Single-Family,2,1964,1964,1,3,168500
9900,NAmes,Single-Family,1,1961,1961,1,3,140000
10007,NAmes,Single-Family,1,1959,2006,1,3,145500
10721,NAmes,Single-Family,1,1959,1959,1,3,142000
12493,NAmes,Single-Family,1,1960,1960,1,3,141000
11332,NAmes,Single-Family,1,1960,2000,1,3,153000
7420,BrkSide,Multi-Family,1,1939,1950,1,2,118000
4882,BrkSide,Single-Family,2,1937,1950,1,2,87000
9600,NAmes,Single-Family,1,1960,1960,2,3,141500
9600,NAmes,Single-Family,2,1950,1950,1,3,119000
9600,NAmes,Single-Family,1,1950,2006,1,3,141500
9600,NAmes,Single-Family,2,1955,1996,1,3,165500
7584,NAmes,Single-Family,1,1953,1953,1,3,112900
13700,NAmes,Single-Family,2,1965,1988,1,4,201800
10197,NAmes,Single-Family,1,1961,1961,1,3,163000
7875,NAmes,Single-Family,1,1961,1961,1,3,139950
8400,NAmes,Single-Family,1,1962,2005,1,3,174000
9150,NAmes,Single-Family,2,1962,1962,1,3,165000
14670,NAmes,Single-Family,2,1966,1999,2,4,227000
7390,NAmes,Single-Family,1,1955,1955,1,3,135000
9204,NAmes,Single-Family,1,1963,1963,1,3,124000
7763,NAmes,Single-Family,1,1962,1980,1,3,140000
8856,NAmes,Single-Family,1,1957,1957,1,3,136500
9840,NAmes,Single-Family,1,1959,1998,2,2,185000
9120,NAmes,Single-Family,1,1958,1958,1,3,163000
13200,NAmes,Single-Family,1,1958,1958,1,3,166800
9000,NAmes,Single-Family,1,1956,1956,1,2,139000
11900,NAmes,Single-Family,1,1957,1957,1,3,166000
9464,NAmes,Single-Family,1,1958,1958,1,3,136000
10425,NAmes,Single-Family,1,1956,1958,1,3,133000
11556,NAmes,Single-Family,1,1952,1952,1,2,116000
9373,NAmes,Single-Family,1,1953,1953,1,3,137500
12774,NAmes,Single-Family,1,1953,1953,1,2,130000
14250,NAmes,Single-Family,1,1957,1957,2,3,180000
7350,NAmes,Single-Family,1,1951,1951,1,2,139000
7677,NAmes,Single-Family,1,1953,1953,1,2,110000
8838,NAmes,Single-Family,1,1957,1982,2,4,100000
8480,NAmes,Single-Family,2,1947,1950,1,2,118500
12436,NAmes,Multi-Family,1,1957,1957,2,5,146000
10122,OldTown,Single-Family,1,1948,1950,1,1,89900
7506,OldTown,Single-Family,2,1925,1950,1,3,114000
10930,NAmes,Single-Family,2,1945,1950,1,3,140000
5400,OldTown,Single-Family,1,1940,2005,1,2,86900
10836,OldTown,Single-Family,2,1922,1950,1,3,139000
10800,OldTown,Multi-Family,2,1900,2000,2,3,106250
9247,NAmes,Single-Family,2,1962,1962,1,4,171000
10180,NAmes,Single-Family,1,1968,1968,1,3,139000
11355,NAmes,Single-Family,1,1958,2001,1,3,186000
10920,NAmes,Single-Family,1,1960,1960,1,2,157000
12929,NAmes,Single-Family,1,1960,1993,1,3,148000
27650,NAmes,Single-Family,1,1960,2007,2,4,242000
8892,NAmes,Single-Family,1,1953,1996,1,3,116000
7200,NAmes,Single-Family,1,1951,1951,1,2,94000
7200,NAmes,Single-Family,1,1950,1950,1,3,98300
7910,NAmes,Single-Family,2,1960,1960,2,4,127000
8000,NAmes,Single-Family,1,1959,1959,1,3,159000
8000,NAmes,Single-Family,1,1962,1962,1,3,125900
7931,NAmes,Single-Family,1,1960,1960,1,3,155000
8064,NAmes,Single-Family,2,1948,1950,2,3,138000
6390,NAmes,Single-Family,1,1954,1954,1,2,112500
7227,NAmes,Single-Family,1,1954,1954,1,2,105500
7200,NAmes,Single-Family,2,1954,1954,1,4,127500
8513,NAmes,Multi-Family,1,1961,1961,2,6,130000
7200,NAmes,Single-Family,2,1955,1967,1,3,150000
7200,NAmes,Single-Family,1,1954,1954,1,2,109500
7056,NAmes,Single-Family,2,1963,1963,1,4,140000
9760,NAmes,Single-Family,2,1964,1964,1,4,167900
7590,NAmes,Single-Family,1,1963,1963,1,3,136870
9836,OldTown,Single-Family,1,2008,2008,1,3,143000
10440,OldTown,Single-Family,2,1904,2002,2,3,157500
9184,OldTown,Single-Family,2,1948,2005,1,3,122600
4800,OldTown,Single-Family,2,1910,2003,1,2,111000
10440,OldTown,Single-Family,2,1920,1950,2,5,256000
6000,OldTown,Single-Family,2,1915,2005,1,4,139500
11426,OldTown,Multi-Family,2,1910,1996,2,3,118000
11426,OldTown,Single-Family,2,2003,2003,2,3,200000
7628,OldTown,Single-Family,2,1940,1985,2,2,119164
7308,OldTown,Single-Family,2,1920,1950,1,2,122250
5400,OldTown,Single-Family,1,1920,2006,1,2,120000
10800,OldTown,Multi-Family,2,1940,1950,2,3,155000
5914,OldTown,Single-Family,2,1890,1996,1,3,95000
6000,OldTown,Single-Family,1,1948,1950,1,2,115000
12000,OldTown,Single-Family,1,1948,2005,1,2,147000
9000,OldTown,Single-Family,2,1946,1950,1,3,140000
6000,OldTown,Single-Family,1,1957,1957,1,3,112500
6000,OldTown,Single-Family,1,1954,2000,1,2,107900
18386,OldTown,Single-Family,3,1880,2002,3,3,295000
9142,OldTown,Multi-Family,2,1900,2006,2,4,139500
12665,OldTown,Single-Family,2,1915,1950,1,4,153900
5350,OldTown,Single-Family,2,1920,1965,1,3,132000
4571,OldTown,Single-Family,2,1916,1950,1,4,98000
9143,OldTown,Single-Family,2,1900,2003,1,2,114000
9600,OldTown,Multi-Family,2,1920,1960,2,4,130000
9600,OldTown,Single-Family,2,1917,1950,1,3,129500
6000,OldTown,Single-Family,2,1905,2005,1,3,129400
9600,OldTown,Single-Family,2,1928,2005,2,3,161000
10800,OldTown,Multi-Family,2,1905,2000,2,3,163000
6300,OldTown,Single-Family,2,1914,2001,2,3,128000
5250,OldTown,Single-Family,2,1872,1987,2,4,122000
5700,OldTown,Single-Family,2,1926,1950,1,2,116900
10800,OldTown,Single-Family,2,1890,1999,2,5,184000
9750,OldTown,Single-Family,1,1959,1959,1,2,110000
12150,OldTown,Single-Family,2,1954,1954,2,4,131500
12702,OldTown,Single-Family,1,1956,1956,1,2,97000
8516,OldTown,Single-Family,1,1958,2006,1,2,115500
7111,BrkSide,Single-Family,1,1928,1983,1,2,138000
7425,BrkSide,Single-Family,2,1945,1950,1,3,108000
7010,BrkSide,Single-Family,2,1935,1950,2,3,153000
6130,BrkSide,Single-Family,1,1924,1950,1,2,109500
5000,BrkSide,Single-Family,2,1941,2006,1,3,124000
5870,BrkSide,Single-Family,2,1900,2000,1,3,106900
6000,BrkSide,Single-Family,2,1940,1989,1,3,164900
6000,BrkSide,Single-Family,1,1924,2003,1,2,119000
6000,BrkSide,Single-Family,2,1929,1950,1,3,120000
6000,BrkSide,Single-Family,2,1937,2000,2,3,157000
6000,BrkSide,Single-Family,2,1939,1950,2,2,105000
5000,BrkSide,Single-Family,1,1926,1950,1,3,113000
5520,BrkSide,Single-Family,2,1920,1997,1,3,115000
6240,BrkSide,Single-Family,2,1929,1950,1,2,123000
6120,BrkSide,Single-Family,1,1945,1995,1,1,81300
6240,BrkSide,Single-Family,2,1930,1992,2,3,162900
6240,BrkSide,Single-Family,2,1939,1950,2,4,150000
6120,OldTown,Single-Family,2,1923,1950,2,4,123500
6120,OldTown,Single-Family,2,1931,1950,2,2,129900
6155,BrkSide,Single-Family,2,1920,1999,2,3,128000
8635,BrkSide,Single-Family,2,1948,2001,1,2,127000
13053,BrkSide,Single-Family,2,1923,2000,1,4,207000
9120,BrkSide,Single-Family,2,1925,1950,2,4,184000
9144,BrkSide,Single-Family,2,1915,2004,2,4,162500
9144,BrkSide,Single-Family,2,1940,1982,1,3,145000
10267,BrkSide,Single-Family,1,1918,2000,1,2,130000
8094,OldTown,Multi-Family,2,1910,1983,2,5,160000
5100,OldTown,Single-Family,2,1925,1996,1,3,161000
4347,OldTown,Single-Family,2,1910,1950,1,3,127500
6291,IDOTRR,Single-Family,1,1930,1950,1,1,93850
10266,IDOTRR,Single-Family,2,1952,1952,1,4,136000
6876,IDOTRR,Single-Family,2,1938,1958,2,4,141000
10320,IDOTRR,Single-Family,2,1915,1978,2,2,120000
7200,IDOTRR,Single-Family,1,1925,1992,1,2,127500
7006,IDOTRR,Single-Family,2,1925,1950,2,3,127000
7920,IDOTRR,Single-Family,2,1920,1950,1,3,89500
8235,OldTown,Single-Family,1,1955,1995,1,2,125000
10320,IDOTRR,Single-Family,1,1912,1991,1,1,85000
10320,IDOTRR,Multi-Family,2,1915,1950,2,3,82375
10320,IDOTRR,Single-Family,2,1906,1995,1,3,135000
9488,Sawyer,Single-Family,1,1947,1993,1,3,124000
8250,Sawyer,Single-Family,1,1968,1968,1,3,134000
21286,Sawyer,Single-Family,2,1948,1950,2,4,135000
17120,ClearCr,Single-Family,2,1959,1959,2,4,134432
10106,Edwards,Multi-Family,2,1940,1999,2,4,127500
11235,Sawyer,Single-Family,2,1963,1963,1,3,148000
11200,Sawyer,Single-Family,1,1965,1965,1,3,129500
13014,Sawyer,Single-Family,2,1978,1978,1,3,157500
7162,Sawyer,Single-Family,1,1966,1966,1,3,109900
10265,Sawyer,Single-Family,1,1967,2005,1,3,145000
9764,Sawyer,Single-Family,1,1967,2003,1,3,130000
7703,Sawyer,Single-Family,2,1978,1978,1,3,153000
9981,Sawyer,Single-Family,1,1967,1967,1,3,120000
7400,Sawyer,Single-Family,2,1984,1984,1,2,152000
12900,Sawyer,Multi-Family,1,1920,1950,1,3,95541
9000,Sawyer,Single-Family,1,1959,1959,1,3,80000
8544,Sawyer,Single-Family,1,1966,2006,1,3,149350
9239,Sawyer,Single-Family,1,1963,2003,1,3,144900
14175,Sawyer,Single-Family,1,1956,1956,1,1,185000
13284,Sawyer,Single-Family,1,1954,1954,1,3,165000
13500,ClearCr,Single-Family,1,1960,1975,1,1,235000
13825,Sawyer,Single-Family,2,1958,1987,1,3,140000
10200,Sawyer,Single-Family,1,1940,1997,1,2,108000
10532,ClearCr,Single-Family,1,1960,1960,2,3,145000
8375,Sawyer,Single-Family,2,1941,1973,1,2,152400
10200,Sawyer,Single-Family,2,1970,1970,1,3,144000
2887,ClearCr,Single-Family,1,1996,1997,1,2,173000
10005,ClearCr,Single-Family,2,1977,1977,2,4,192000
20270,ClearCr,Single-Family,1,1979,1979,2,3,245000
39104,ClearCr,Single-Family,1,1954,2005,1,2,241500
53227,ClearCr,Single-Family,1,1954,1994,1,2,256000
11512,Edwards,Single-Family,2,1959,2006,1,2,177000
5190,Edwards,Single-Family,2,1948,1950,1,2,125600
10452,Edwards,Single-Family,1,1953,1953,1,3,155000
45600,ClearCr,Single-Family,2,1908,1997,3,5,240000
19550,Edwards,Single-Family,1,1940,2007,1,2,260000
21780,Edwards,Single-Family,2,1918,1950,2,4,185000
13728,Edwards,Single-Family,2,1935,1986,2,4,235000
9571,Edwards,Single-Family,1,1956,1956,1,3,159900
9350,Edwards,Multi-Family,2,1975,1975,1,2,99600
9360,Edwards,Single-Family,2,1962,2001,1,3,134500
8405,Edwards,Single-Family,2,1900,1950,1,4,119000
7000,Edwards,Multi-Family,2,1910,1991,1,3,107500
10880,Edwards,Multi-Family,1,1950,1950,1,3,125000
9084,Edwards,Single-Family,2,1941,1950,1,3,95000
11839,SawyerW,Single-Family,2,1990,1990,2,4,262280
9771,SawyerW,Single-Family,2,1995,2002,2,4,260000
9938,SawyerW,Single-Family,1,1994,1994,2,3,226500
14171,SawyerW,Single-Family,2,1993,1994,2,4,225000
10541,SawyerW,Single-Family,2,1996,1996,2,3,229000
10616,CollgCr,Single-Family,2,2007,2007,2,3,177439
9345,CollgCr,Single-Family,1,2007,2007,2,3,248500
11228,SawyerW,Single-Family,2,1993,1993,2,3,228000
11454,SawyerW,Single-Family,2,1995,1995,2,3,225000
11500,ClearCr,Single-Family,1,1966,1966,2,2,195000
12798,ClearCr,Single-Family,2,1997,1997,2,4,200000
9750,CollgCr,Single-Family,1,1994,1994,1,3,155000
9525,CollgCr,Single-Family,1,1995,2006,1,3,144000
9245,CollgCr,Single-Family,1,1994,1995,1,3,145000
8696,CollgCr,Single-Family,1,1997,1998,2,3,226001
13142,CollgCr,Single-Family,2,1997,1997,2,3,215700
8998,CollgCr,Single-Family,2,2000,2000,2,3,207500
9179,CollgCr,Single-Family,2,1999,1999,2,3,193000
8924,CollgCr,Single-Family,2,1998,1999,2,3,188000
9382,CollgCr,Single-Family,1,1999,2000,2,3,191000
12803,CollgCr,Single-Family,1,2002,2002,2,3,221000
12435,CollgCr,Single-Family,2,2001,2001,2,3,231500
12192,CollgCr,Single-Family,2,2000,2001,2,3,235000
11250,CollgCr,Single-Family,2,2001,2002,2,3,223500
9200,CollgCr,Single-Family,1,1975,1980,1,3,130250
8385,CollgCr,Single-Family,2,1977,1977,2,3,149900
12250,CollgCr,Single-Family,1,1978,1978,1,3,158000
10970,CollgCr,Single-Family,2,1978,1978,1,3,147000
9216,CollgCr,Single-Family,1,1975,1975,1,3,143195
14330,CollgCr,Single-Family,1,1975,2001,2,2,163000
7990,CollgCr,Single-Family,1,1975,1975,1,3,110000
7180,CollgCr,Single-Family,1,1972,1972,1,3,127000
7200,CollgCr,Single-Family,1,1972,1972,1,2,124900
9742,CollgCr,Single-Family,1,2002,2002,2,3,230000
9473,CollgCr,Single-Family,2,2002,2002,2,3,237000
10316,CollgCr,Single-Family,2,2000,2000,2,3,235000
10400,CollgCr,Single-Family,2,2001,2001,2,3,230500
9066,CollgCr,Single-Family,2,1999,2000,2,3,230000
11404,CollgCr,Single-Family,2,1998,1999,2,3,222500
9240,CollgCr,Single-Family,2,2001,2002,2,3,287000
9720,CollgCr,Single-Family,2,2001,2002,2,3,274000
14860,CollgCr,Single-Family,1,2002,2003,2,3,300000
11250,CollgCr,Single-Family,2,2002,2002,2,4,255900
8158,CollgCr,Single-Family,2,2003,2003,2,3,224900
10905,CollgCr,Single-Family,2,2003,2003,2,4,240000
7226,CollgCr,Single-Family,2,2003,2003,2,3,183000
11690,CollgCr,Single-Family,2,1999,2000,2,3,207000
8750,CollgCr,Single-Family,2,1994,1995,2,4,210000
4435,CollgCr,Townhouse,1,2003,2003,1,1,136500
4426,CollgCr,Townhouse,1,2004,2004,1,1,145000
13125,CollgCr,Single-Family,1,1997,1998,2,3,208900
10126,CollgCr,Multi-Family,2,1997,1998,2,2,185000
9135,CollgCr,Single-Family,1,2002,2003,2,3,214000
8450,CollgCr,Single-Family,2,2003,2003,2,3,208500
9750,CollgCr,Single-Family,1,2004,2004,2,3,186500
8450,CollgCr,Single-Family,1,2004,2004,2,3,210000
8320,CollgCr,Single-Family,2,2004,2004,2,3,185900
11049,CollgCr,Single-Family,1,2007,2007,2,3,179900
11058,CollgCr,Single-Family,1,2007,2007,2,3,218836
9627,CollgCr,Single-Family,1,2007,2007,2,3,193000
8199,CollgCr,Single-Family,2,2005,2005,2,3,189000
4426,CollgCr,Townhouse,1,2004,2004,1,1,149300
4426,CollgCr,Townhouse,1,2004,2004,1,1,141000
4438,CollgCr,Townhouse,1,2004,2004,1,1,149000
4438,CollgCr,Townhouse,1,2004,2004,1,1,144500
8777,Edwards,Single-Family,1,1910,1950,1,2,85000
8777,Edwards,Multi-Family,2,1900,2003,2,4,145900
9825,Edwards,Single-Family,1,1966,1966,1,3,123000
9937,Edwards,Single-Family,1,1965,1965,1,3,147500
12102,Edwards,Single-Family,2,1976,1976,1,3,165000
6500,Edwards,Single-Family,1,1976,1976,1,3,135000
13907,Edwards,Single-Family,1,1940,1969,1,3,108000
10012,Edwards,Single-Family,2,1972,1972,2,3,137500
6931,Edwards,Single-Family,2,2003,2004,2,3,165400
9638,Edwards,Single-Family,2,1977,1977,1,3,147000
7200,Edwards,Single-Family,2,1976,2001,1,3,160500
7024,Edwards,Single-Family,1,2005,2005,1,2,176000
47007,Edwards,Single-Family,1,1959,1996,3,5,284700
63887,Edwards,Single-Family,2,2008,2008,2,3,160000
3675,Edwards,Townhouse,2,2005,2005,1,2,148000
6040,Edwards,Multi-Family,1,1955,1955,2,2,82000
6012,Edwards,Multi-Family,1,1955,1955,2,2,82000
12108,Edwards,Multi-Family,1,1955,1955,2,4,118000
6845,Edwards,Multi-Family,1,1955,1955,2,2,82500
6931,Edwards,Multi-Family,1,1955,1955,1,2,91900
12180,Edwards,Single-Family,2,1938,2007,1,2,120000
8050,Edwards,Single-Family,2,1947,1993,1,4,96000
9520,Edwards,Single-Family,1,1953,1953,1,2,99000
11767,Edwards,Single-Family,2,1946,1995,1,3,130500
8172,Edwards,Single-Family,2,1954,1972,2,4,135000
16466,Edwards,Single-Family,2,1955,1955,1,3,135500
7692,Edwards,Single-Family,2,1954,1954,1,3,100000
5142,Edwards,Single-Family,2,1923,2008,1,3,108000
5604,Edwards,Single-Family,1,1925,1950,1,2,98000
5687,SWISU,Multi-Family,2,1912,2000,2,6,135900
12155,SWISU,Single-Family,2,1925,1950,2,4,140000
8400,SWISU,Single-Family,3,1939,1997,2,4,179500
8400,SWISU,Single-Family,2,1925,1950,2,4,136500
7290,SWISU,Single-Family,1,1921,1950,2,2,168000
8525,SWISU,Single-Family,2,1911,1950,1,4,130000
9842,SWISU,Single-Family,2,1921,1998,3,4,189000
7804,SWISU,Multi-Family,2,1930,1950,2,4,161900
8969,Crawfor,Single-Family,2,1926,1950,1,2,145000
11526,Crawfor,Single-Family,3,1922,1994,2,3,191000
15576,Crawfor,Single-Family,2,1915,1976,2,4,177000
15564,Crawfor,Single-Family,2,1914,1995,1,3,147500
6292,SWISU,Single-Family,1,1930,1950,1,2,91000
7609,Crawfor,Single-Family,2,1925,1997,2,3,231000
10480,SWISU,Single-Family,2,1936,1950,1,3,115000
9650,Crawfor,Single-Family,2,1923,1950,1,4,138000
7200,Crawfor,Single-Family,2,1931,2000,1,3,149000
11988,Crawfor,Single-Family,2,1934,1995,1,3,188700
11700,Crawfor,Single-Family,2,1937,1995,2,4,198000
9260,Crawfor,Single-Family,2,1938,1950,1,3,110000
7801,Crawfor,Single-Family,1,1951,1951,1,2,104000
9670,Crawfor,Single-Family,2,1935,1950,1,4,257076
12392,Crawfor,Single-Family,2,1950,2000,2,3,263400
26073,Crawfor,Single-Family,1,1956,1956,2,3,236500
14778,Crawfor,Single-Family,1,1954,2006,1,3,224000
1879,Blueste,Townhouse,2,1980,1980,1,2,116500
1950,Blueste,Townhouse,2,1980,1980,2,3,151000
7000,IDOTRR,Single-Family,1,1926,1998,1,2,126000
6000,IDOTRR,Single-Family,2,1940,2006,1,3,120000
5890,IDOTRR,Single-Family,1,1930,2007,1,2,120500
6900,IDOTRR,Single-Family,1,1940,1955,1,2,120500
8155,IDOTRR,Single-Family,2,1930,1950,1,4,119000
6000,IDOTRR,Single-Family,2,1967,1967,1,3,126000
7392,IDOTRR,Single-Family,1,1930,1995,1,2,99500
9000,IDOTRR,Single-Family,2,1958,1958,2,4,165500
5280,IDOTRR,Single-Family,2,1895,1950,1,2,89000
5150,IDOTRR,Single-Family,2,1910,2000,1,2,80900
18000,IDOTRR,Single-Family,1,1935,1950,1,2,81000
3843,Crawfor,Townhouse,1,2007,2008,2,2,294464
3811,Crawfor,Townhouse,1,2004,2005,2,2,250000
3842,Crawfor,Townhouse,1,2004,2005,2,2,275000
23730,Mitchel,Single-Family,1,1996,1997,3,3,300000
13265,Mitchel,Single-Family,1,2002,2002,2,3,271000
11050,Mitchel,Single-Family,2,1996,1997,2,3,213000
9880,Mitchel,Single-Family,2,1977,1977,1,3,171000
10125,Mitchel,Single-Family,1,1977,1977,2,3,171500
10260,Mitchel,Multi-Family,2,1976,1976,2,4,100000
9990,Mitchel,Single-Family,1,1991,1991,2,3,228500
164660,Timber,Multi-Family,2,1965,1965,2,3,228950
4084,Timber,Townhouse,1,1986,1986,2,2,241500
15498,Timber,Single-Family,1,1976,1976,2,2,287000
11563,Timber,Single-Family,1,2006,2007,2,3,294000
9520,Timber,Single-Family,1,2007,2008,2,3,293077
12852,Timber,Single-Family,2,2007,2007,2,3,264966
9802,Timber,Single-Family,2,2006,2007,2,3,172500
12018,Timber,Single-Family,2,2008,2008,2,3,218689
12890,Timber,Single-Family,1,1989,1989,2,3,150000
12416,Timber,Single-Family,1,1986,1986,2,3,184000
18265,Timber,Single-Family,1,1986,1986,2,3,180000
10200,Timber,Single-Family,2,1988,1989,2,3,175000
11202,Timber,Single-Family,1,2003,2003,2,3,232500
7915,Timber,Single-Family,1,1999,2000,2,3,195000
11449,Timber,Single-Family,1,2007,2007,2,3,298751
